text,label
any good will the movie generates is grated right back off by black whose obnoxiousness has lost whatever charm it once possessed,0
the mythological aspects of the void dont always mesh neatly with the monstermovie scares but in the moment it will scare you silly which is really all that matters with a good horror movie,1
a cogent meditation on the corrosive power of capitalistic endeavor and hallucinatory dreams,1
rosamund pike gives the performance of her career in this honest extraordinary tribute to marie colvin and war correspondents which couldnt come at a more prescient time,1
bonham carter has a firm hand on a fundamental conflict within taylor which is that she seems like such an impossibly elegant selfpossessed woman at some moments and like such an infuriating flake at others,1
this is a film made for the fans on that level it doesnt disappoint,1
hard to watch not because of its unflinching realism but rather for its mawkish reliance on every boy hooker flick from midnight cowboy to johns,0
theyve devised a potentially rich premise only to play it safe smoothing off every sharp edge and dumbing down any acerbic point,0
acted on me as all good horror films should generating that prickly shiver through the shoulders and into the neck,1
this movie is bad its hilariously bad the horror elements are wasted frivolously on silly jump scares including raccoons dramatic grabbing of body parts and every other horror trope in the book,0
the first one was goofy enough this sequel is pretty darn bad possibly eastwoods worst flick ever actually,0
four brothers is an unapologetic anachronism and one that doesnt require a whole lot of thought,1
